book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
9567,8013,20821299,803741715,9780803741710.0,B.J. Novak,2014.0,The Book with No Pictures,The Book with No Pictures,eng,4.34,13984,https://images.gr-assets.com/books/1400873472m/20821299.jpg,https://images.gr-assets.com/books/1400873472s/20821299.jpg
9568,7871,17412188,857520199,9780857520200.0,S.J. Watson,2015.0,Second Life,Second Life,eng,3.24,9056,https://images.gr-assets.com/books/1410793297m/17412188.jpg,https://images.gr-assets.com/books/1410793297s/17412188.jpg
9569,9950,23341855,145553322X,9781455533220.0,Kristen Ashley,2015.0,Ride Steady,"Ride Steady (Chaos, #3)",eng,4.45,15388,https://images.gr-assets.com/books/1424262600m/23341855.jpg,https://images.gr-assets.com/books/1424262600s/23341855.jpg
9570,7185,23355069,,,Samantha Young,2015.0,Hero,"Hero (Hero, #1)",eng,4.1,21777,https://images.gr-assets.com/books/1413500793m/23355069.jpg,https://images.gr-assets.com/books/1413500793s/23355069.jpg
9571,9097,21913812,1451697384,9781451697380.0,Naomi Klein,2014.0,This Changes Everything: Capitalism vs. The Climate,This Changes Everything: Capitalism vs. The Climate,eng,4.17,7652,https://images.gr-assets.com/books/1418103804m/21913812.jpg,https://images.gr-assets.com/books/1418103804s/21913812.jpg
9572,5955,22889767,385348614,9780385348610.0,Gretchen Rubin,2015.0,Better Than Before: Mastering the Habits of Our Everyday Lives,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB,3.81,16550,https://images.gr-assets.com/books/1415588203m/22889767.jpg,https://images.gr-assets.com/books/1415588203s/22889767.jpg
9573,2395,24378015,,,"Colleen Hoover, Tarryn Fisher",2015.0,Never Never,"Never Never (Never Never, #1)",en-US,4.12,54590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9574,4384,22749994,1594205418,9781594205420.0,Nick Hornby,2014.0,Funny Girl,Funny Girl,eng,3.37,17151,https://images.gr-assets.com/books/1415127744m/22749994.jpg,https://images.gr-assets.com/books/1415127744s/22749994.jpg
9575,5484,23093359,1632150190,9781632150200.0,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng,3.9,25138,https://images.gr-assets.com/books/1415565992m/23093359.jpg,https://images.gr-assets.com/books/1415565992s/23093359.jpg
9576,5360,23846013,399167846,9780399167840.0,Marie Lu,2015.0,The Rose Society,"The Rose Society (The Young Elites, #2)",eng,4.11,27655,https://images.gr-assets.com/books/1443368070m/23846013.jpg,https://images.gr-assets.com/books/1443368070s/23846013.jpg
9577,1490,22453035,1501100130,9781501100130.0,Stephen King,2015.0,Finders Keepers,"Finders Keepers (Bill Hodges Trilogy, #2)",eng,4.03,36541,https://images.gr-assets.com/books/1468705421m/22453035.jpg,https://images.gr-assets.com/books/1468705421s/22453035.jpg
9578,4714,27406704,1501142534,9781501142540.0,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014.0,Britt-Marie var här,Britt-Marie Was Here,eng,4.07,21737,https://images.gr-assets.com/books/1460442061m/27406704.jpg,https://images.gr-assets.com/books/1460442061s/27406704.jpg
9579,1472,20560137,1595148035,9781595148030.0,Sabaa Tahir,2015.0,An Ember in the Ashes,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492,https://images.gr-assets.com/books/1417957944m/20560137.jpg,https://images.gr-assets.com/books/1417957944s/20560137.jpg
9580,920,22318578,1607747308,9781607747310.0,"Marie Kondō, Cathy Hirano",2011.0,人生がときめく片づけの魔法,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,https://images.gr-assets.com/books/1418767178m/22318578.jpg,https://images.gr-assets.com/books/1418767178s/22318578.jpg
9581,3491,20342617,812994523,9780812994520.0,Bryan Stevenson,2014.0,Just Mercy: A Story of Justice and Redemption,Just Mercy: A Story of Justice and Redemption,eng,4.58,27173,https://images.gr-assets.com/books/1420795201m/20342617.jpg,https://images.gr-assets.com/books/1420795201s/20342617.jpg
9582,8862,23355896,698193032,9780698193030.0,J.R. Ward,2015.0,The Bourbon Kings,"The Bourbon Kings (The Bourbon Kings, #1)",eng,3.87,11476,https://images.gr-assets.com/books/1414595442m/23355896.jpg,https://images.gr-assets.com/books/1414595442s/23355896.jpg
9583,3962,22544024,451419928,9780451419930.0,Susan Meissner,2015.0,Secrets of a Charmed Life,Secrets of a Charmed Life,eng,4.17,21375,https://images.gr-assets.com/books/1403809486m/22544024.jpg,https://images.gr-assets.com/books/1403809486s/22544024.jpg
9584,7702,23252517,,,Amy Harmon,2014.0,The Law of Moses,"The Law of Moses (The Law of Moses, #1)",eng,4.37,17279,https://images.gr-assets.com/books/1415024195m/23252517.jpg,https://images.gr-assets.com/books/1415024195s/23252517.jpg
9585,7527,23602504,385354193,9780385354200.0,"Jo Nesbø, Neil Smith",2014.0,Blod på snø,"Blood on Snow (Blood on Snow, #1)",eng,3.5,9370,https://images.gr-assets.com/books/1422370944m/23602504.jpg,https://images.gr-assets.com/books/1422370944s/23602504.jpg
9586,4516,23128304,385354304,9780385354300.0,"Haruki Murakami, Ted Goossen",2005.0,ふしぎな図書館  Fushigi na toshokan,The Strange Library,en-GB,3.55,18806,https://images.gr-assets.com/books/1419549475m/23128304.jpg,https://images.gr-assets.com/books/1419549475s/23128304.jpg
9587,3756,23512999,1501111671,9781501111680.0,Stephen King,2015.0,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054,https://images.gr-assets.com/books/1468705688m/23512999.jpg,https://images.gr-assets.com/books/1468705688s/23512999.jpg
9588,6538,23485372,,,Charlie N. Holmberg,2015.0,The Master Magician,"The Master Magician (The Paper Magician Trilogy, #3)",en-GB,3.82,17142,https://images.gr-assets.com/books/1422130439m/23485372.jpg,https://images.gr-assets.com/books/1422130439s/23485372.jpg
9589,7537,20613761,1555976905,9781555976900.0,Claudia Rankine,2014.0,Citizen: An American Lyric,Citizen: An American Lyric,eng,4.3,14115,https://images.gr-assets.com/books/1420944502m/20613761.jpg,https://images.gr-assets.com/books/1420944502s/20613761.jpg
9590,2486,22522805,030727103X,9780307271040.0,Kazuo Ishiguro,2015.0,The Buried Giant,The Buried Giant,eng,3.42,31271,https://images.gr-assets.com/books/1451444392m/22522805.jpg,https://images.gr-assets.com/books/1451444392s/22522805.jpg
9591,8006,22674493,1478927941,9781478927940.0,"James Patterson, Marshall Karp",2015.0,NYPD Red 3,"NYPD Red 3 (NYPD Red, #3)",,4.03,6798,https://images.gr-assets.com/books/1423508688m/22674493.jpg,https://images.gr-assets.com/books/1423508688s/22674493.jpg
9592,9619,21411058,,,Leisa Rayven,2014.0,Bad Romeo,"Bad Romeo (Starcrossed, #1)",eng,4.1,14286,https://images.gr-assets.com/books/1413547825m/21411058.jpg,https://images.gr-assets.com/books/1413547825s/21411058.jpg
9593,9293,23214408,1501106406,9781501106410.0,Anna Todd,2015.0,After Ever Happy,"After Ever Happy (After, #4)",en-US,4.08,12671,https://images.gr-assets.com/books/1417454456m/23214408.jpg,https://images.gr-assets.com/books/1417454456s/23214408.jpg
9594,5503,23587984,,,Colleen Hoover,2014.0,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US,4.14,26102,https://images.gr-assets.com/books/1416381591m/23587984.jpg,https://images.gr-assets.com/books/1416381591s/23587984.jpg
9595,9369,23245594,1250065933,9781250065930.0,Mary Kay Andrews,2015.0,,Beach Town,,3.58,8827,https://images.gr-assets.com/books/1430317618m/23245594.jpg,https://images.gr-assets.com/books/1430317618s/23245594.jpg
9596,4961,19161852,316229296,9780316229300.0,N.K. Jemisin,2015.0,The Fifth Season,"The Fifth Season (The Broken Earth, #1)",eng,4.31,20185,https://images.gr-assets.com/books/1386803701m/19161852.jpg,https://images.gr-assets.com/books/1386803701s/19161852.jpg
9597,9771,23014603,1250034582,9781250034590.0,Chevy Stevens,2015.0,,Those Girls,,3.85,10253,https://images.gr-assets.com/books/1462090625m/23014603.jpg,https://images.gr-assets.com/books/1462090625s/23014603.jpg
9598,8521,22749539,439874025,9780439874020.0,Pam Muñoz Ryan,2015.0,Echo,Echo,eng,4.36,14864,https://images.gr-assets.com/books/1460587774m/22749539.jpg,https://images.gr-assets.com/books/1460587774s/22749539.jpg
9599,9546,23460830,61779784,9780061779790.0,Christopher Moore,2015.0,Secondhand Souls,"Secondhand Souls (Grim Reaper, #2)",eng,3.92,7925,https://images.gr-assets.com/books/1434397134m/23460830.jpg,https://images.gr-assets.com/books/1434397134s/23460830.jpg
9600,8325,22886113,1476791619,9781476791620.0,Connor Franta,2015.0,A Work in Progress,A Work in Progress,eng,4.36,14397,https://images.gr-assets.com/books/1426466460m/22886113.jpg,https://images.gr-assets.com/books/1426466460s/22886113.jpg
9601,3103,22522808,62330268,9780062330260.0,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,3.92,29215,https://images.gr-assets.com/books/1415036119m/22522808.jpg,https://images.gr-assets.com/books/1415036119s/22522808.jpg
9602,1810,23848559,1250077001,9781250077000.0,Jenny  Lawson,2015.0,Furiously Happy,Furiously Happy: A Funny Book About Horrible Things,eng,3.93,59743,https://images.gr-assets.com/books/1429101901m/23848559.jpg,https://images.gr-assets.com/books/1429101901s/23848559.jpg
9603,5927,21853645,1250034515,9781250034520.0,Jeffrey Archer,2015.0,Mightier Than the Sword,"Mightier Than the Sword (The Clifton Chronicles, #5)",eng,4.09,10257,https://images.gr-assets.com/books/1407772906m/21853645.jpg,https://images.gr-assets.com/books/1407772906s/21853645.jpg
9604,6414,23647129,718031822,9780718031820.0,Jen Hatmaker,2015.0,For the Love: Fighting for Grace in a World of Impossible Standards,For the Love: Fighting for Grace in a World of Impossible Standards,,4.1,16200,https://images.gr-assets.com/books/1426296433m/23647129.jpg,https://images.gr-assets.com/books/1426296433s/23647129.jpg
9605,5901,23533039,356502422,9780356502430.0,Ann Leckie,2015.0,Ancillary Mercy,Ancillary Mercy (Imperial Radch #3),eng,4.2,12776,https://images.gr-assets.com/books/1493642929m/23533039.jpg,https://images.gr-assets.com/books/1493642929s/23533039.jpg
9606,7004,23675858,,,A.G. Riddle,2014.0,Departure,Departure,eng,3.79,11143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9607,7431,18718848,,,David  Arnold,2015.0,Mosquitoland,Mosquitoland,eng,3.92,14312,https://images.gr-assets.com/books/1402661616m/18718848.jpg,https://images.gr-assets.com/books/1402661616s/18718848.jpg
9608,6370,23714532,,,Jamie McGuire,2015.0,Beautiful Sacrifice,"Beautiful Sacrifice (The Maddox Brothers, #3)",eng,4.08,21020,https://images.gr-assets.com/books/1429578280m/23714532.jpg,https://images.gr-assets.com/books/1429578280s/23714532.jpg
9609,1794,23209927,385523238,9780385523230.0,Sara Gruen,2015.0,At the Water's Edge,At the Water's Edge,eng,3.65,44956,https://images.gr-assets.com/books/1412194706m/23209927.jpg,https://images.gr-assets.com/books/1412194706s/23209927.jpg
9610,8889,23714544,,,Jamie McGuire,2016.0,Beautiful Burn,"Beautiful Burn (The Maddox Brothers, #4)",eng,4.11,11884,https://images.gr-assets.com/books/1452456357m/23714544.jpg,https://images.gr-assets.com/books/1452456357s/23714544.jpg
9611,1671,23734628,1250049555,9781250049550.0,Rainbow Rowell,2015.0,Carry On,Carry On,eng,4.19,46197,https://images.gr-assets.com/books/1429810397m/23734628.jpg,https://images.gr-assets.com/books/1429810397s/23734628.jpg
9612,6468,23017947,785190228,9780785190230.0,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt",2015.0,"Ms. Marvel, Vol. 2: Generation Why","Ms. Marvel, Vol. 2: Generation Why",eng,4.14,17048,https://images.gr-assets.com/books/1427559332m/23017947.jpg,https://images.gr-assets.com/books/1427559332s/23017947.jpg
9613,3822,23705512,1476785651,9781476785650.0,"Felicia Day, Joss Whedon",2015.0,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost),eng,4.14,28276,https://images.gr-assets.com/books/1440565049m/23705512.jpg,https://images.gr-assets.com/books/1440565049s/23705512.jpg
9614,1538,22501028,385683421,9780385683420.0,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339,https://images.gr-assets.com/books/1451435883m/22501028.jpg,https://images.gr-assets.com/books/1451435883s/22501028.jpg
9615,3012,23481669,,,Donna Mabry,2014.0,,Maude,,4.05,28316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9616,2626,18798983,399171614,9780399171610.0,Renee Ahdieh,2015.0,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",eng,4.19,58175,https://images.gr-assets.com/books/1417956963m/18798983.jpg,https://images.gr-assets.com/books/1417956963s/18798983.jpg
9617,4900,22693182,62225464,9780062225470.0,Kimberly McCreight,2015.0,,Where They Found Her,eng,3.83,19429,https://images.gr-assets.com/books/1406044898m/22693182.jpg,https://images.gr-assets.com/books/1406044898s/22693182.jpg
9618,7320,22381326,,,Joe Abercrombie,2015.0,Half a War,"Half a War (Shattered Sea, #3)",eng,4.01,10629,https://images.gr-assets.com/books/1429885218m/22381326.jpg,https://images.gr-assets.com/books/1429885218s/22381326.jpg
9619,8744,23844390,,9781505724520.0,Karina Halle,2014.0,,The Pact,eng,3.91,13354,https://images.gr-assets.com/books/1418886372m/23844390.jpg,https://images.gr-assets.com/books/1418886372s/23844390.jpg
9620,2617,21936809,62267523,9780062267530.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,https://images.gr-assets.com/books/1417981750m/21936809.jpg,https://images.gr-assets.com/books/1417981750s/21936809.jpg
9621,7482,22367526,399169520,9780399169530.0,M.O. Walsh,2015.0,My Sunshine Away,My Sunshine Away,eng,3.6,11118,https://images.gr-assets.com/books/1412528921m/22367526.jpg,https://images.gr-assets.com/books/1412528921s/22367526.jpg
9622,5259,18584855,1250044650,9781250044660.0,Marissa Meyer,2016.0,Heartless,Heartless,eng,4.06,33348,https://images.gr-assets.com/books/1477740245m/18584855.jpg,https://images.gr-assets.com/books/1477740245s/18584855.jpg
9623,1729,22816087,,,Neal Stephenson,2015.0,Seveneves,Seveneves,eng,3.98,44612,https://images.gr-assets.com/books/1449142000m/22816087.jpg,https://images.gr-assets.com/books/1449142000s/22816087.jpg
9624,5333,22554204,1608866874,9781608866880.0,"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015.0,,"Lumberjanes, Vol. 1: Beware the Kitten Holy",eng,3.94,30604,https://images.gr-assets.com/books/1435843806m/22554204.jpg,https://images.gr-assets.com/books/1435843806s/22554204.jpg
9625,9947,21393526,62320521,9780062320520.0,Maria Dahvana Headley,2015.0,Magonia,"Magonia (Magonia, #1)",eng,3.6,12510,https://images.gr-assets.com/books/1413479866m/21393526.jpg,https://images.gr-assets.com/books/1413479866s/21393526.jpg
9626,3345,19547856,62348671,9780062348680.0,Becky Albertalli,2015.0,Simon vs. the Homo Sapiens Agenda,Simon vs. the Homo Sapiens Agenda,eng,4.26,53570,https://images.gr-assets.com/books/1402915678m/19547856.jpg,https://images.gr-assets.com/books/1402915678s/19547856.jpg
9627,9208,22040598,1596435739,9781596435740.0,Scott McCloud,2015.0,The Sculptor,The Sculptor,eng,4.0,10038,https://images.gr-assets.com/books/1418629570m/22040598.jpg,https://images.gr-assets.com/books/1418629570s/22040598.jpg
9628,9412,23357188,,9781311736420.0,Cora Reilly,2014.0,Bound by Honor,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",eng,4.14,15138,https://images.gr-assets.com/books/1418481477m/23357188.jpg,https://images.gr-assets.com/books/1418481477s/23357188.jpg
9629,3209,23341607,316334529,9780316334520.0,Elin Hilderbrand,2015.0,The Rumor,The Rumor,eng,3.69,22876,https://images.gr-assets.com/books/1418769681m/23341607.jpg,https://images.gr-assets.com/books/1418769681s/23341607.jpg
9630,4615,23281906,399170863,9780399170870.0,Nora Roberts,2014.0,The Liar,The Liar,eng,3.95,16326,https://images.gr-assets.com/books/1415980586m/23281906.jpg,https://images.gr-assets.com/books/1415980586s/23281906.jpg
9631,2401,22571540,525953507,9780525953500.0,Harlan Coben,2015.0,The Stranger,The Stranger,eng,3.85,32333,https://images.gr-assets.com/books/1408564426m/22571540.jpg,https://images.gr-assets.com/books/1408564426s/22571540.jpg
9632,2360,23125266,751554154,9780751554150.0,Clare Mackintosh,2016.0,I Let You Go,I Let You Go,en-GB,4.09,39990,https://images.gr-assets.com/books/1429875945m/23125266.jpg,https://images.gr-assets.com/books/1429875945s/23125266.jpg
9633,5280,22693211,62295896,9780062295900.0,Kim Gordon,2015.0,Girl in a Band,Girl in a Band,eng,3.58,14491,https://images.gr-assets.com/books/1412840109m/22693211.jpg,https://images.gr-assets.com/books/1412840109s/22693211.jpg
9634,5164,23346918,1780892888,9781780892890.0,"James Patterson, Maxine Paetro",2015.0,14th Deadly Sin,"14th Deadly Sin (Women’s Murder Club, #14)",eng,3.99,12823,https://images.gr-assets.com/books/1425682789m/23346918.jpg,https://images.gr-assets.com/books/1425682789s/23346918.jpg
9635,6432,23743603,,,Elizabeth  Hall,2015.0,,Miramont's Ghost,en-GB,3.34,14295,https://images.gr-assets.com/books/1418787928m/23743603.jpg,https://images.gr-assets.com/books/1418787928s/23743603.jpg
9636,2848,3722183,316176532,9780316176540.0,Kate Atkinson,2015.0,A God in Ruins,A God in Ruins,eng,3.92,26604,https://images.gr-assets.com/books/1451442002m/3722183.jpg,https://images.gr-assets.com/books/1451442002s/3722183.jpg
9637,8434,23398961,451470893,9780451470900.0,Karen   White,2015.0,,The Sound of Glass,eng,3.98,9755,https://images.gr-assets.com/books/1446574357m/23398961.jpg,https://images.gr-assets.com/books/1446574357s/23398961.jpg
